GenoWGS	Group	Female	Male	HeadingDate	PlantHeight	GrainYield
M014_x_F031	hybrid	F031	M014	150.174011947855	85.5792701563185	9.6009604356804
M014_x_F032	hybrid	F032	M014	150.52468093498	88.3653807848765	9.93555144439183
M014_x_F033	hybrid	F033	M014	149.585155534458	92.707068713784	9.9689801765918
M014_x_F034	hybrid	F034	M014	150.447508548164	91.5105407778915	10.2566630622766
M014_x_F035	hybrid	F035	M014	151.264495414331	86.9569079386004	9.89870992266806
M014_x_F036	hybrid	F036	M014	151.94270443955	87.4837843681283	10.1336913931354
M014_x_F037	hybrid	F037	M014	151.40680965685	91.8560761767837	10.1162326755805
M014_x_F039	hybrid	F039	M014	151.003040071945	90.1430369270753	10.5334766389044
M014_x_F040	hybrid	F040	M014	149.625123728796	85.5764256373493	9.85498153886303
M014_x_F041	hybrid	F041	M014	151.394541780987	92.4924682475427	10.2277439391623
M014_x_F042	hybrid	F042	M014	152.394255726102	88.6478596767608	10.1368863948195
M014_x_F043	hybrid	F043	M014	150.919756511406	89.7850247733394	10.0132211556007
M014_x_F044	hybrid	F044	M014	150.482331960536	88.4928303583953	10.8142915376068
M014_x_F045	hybrid	F045	M014	151.511775830593	95.0335680599791	10.2446563183911
M014_x_F046	hybrid	F046	M014	151.388749698338	93.6044783817163	10.2644303313588
M014_x_F047	hybrid	F047	M014	151.265885476941	91.6639444329082	10.3224619585933
M014_x_F048	hybrid	F048	M014	149.861205521297	89.3653994178134	9.91056065232104
M014_x_F049	hybrid	F049	M014	152.136809167649	96.4343214681203	10.4200070820945
M014_x_F050	hybrid	F050	M014	151.87569063068	95.3124870557133	10.2735325181702
M014_x_F051	hybrid	F051	M014	150.081906959727	85.2257696500269	9.88319095568917
M014_x_F052	hybrid	F052	M014	151.630529954687	88.6241853407393	10.0076460311618
M014_x_F053	hybrid	F053	M014	150.896995930187	88.3246602941619	9.88295748666339
M014_x_F054	hybrid	F054	M014	151.843008668412	89.7875562024126	9.79624185164416
M014_x_F055	hybrid	F055	M014	151.108357945717	90.6360081103283	9.91836184061856
M014_x_F057	hybrid	F057	M014	148.957278436557	84.3231080637527	9.72770848907921
M014_x_F058	hybrid	F058	M014	147.681897391829	82.9578147885909	9.52841622616916
M014_x_F059	hybrid	F059	M014	152.039176098267	91.4232521383775	10.1991492948092
M014_x_F060	hybrid	F060	M014	152.034937154807	100.102672473513	10.5948484111008
M014_x_F061	hybrid	F061	M014	151.529865465817	94.8292650355775	10.2332350606367
M014_x_F062	hybrid	F062	M014	151.277123234432	94.5259235397132	10.1670368271471
M014_x_F063	hybrid	F063	M014	150.582779988522	94.6340966592441	9.63315218381991
M014_x_F064	hybrid	F064	M014	150.679800429857	90.4136616813388	10.2243110050964
M014_x_F065	hybrid	F065	M014	151.162164738956	97.4270984502411	10.1882432955688
M014_x_F066	hybrid	F066	M014	152.109440411286	95.6070246463976	10.4108638911993
M014_x_F067	hybrid	F067	M014	151.039581935366	91.1945346761475	10.371447514031
M014_x_F068	hybrid	F068	M014	150.911492419632	92.2517579988162	10.3314411595101
M014_x_F069	hybrid	F069	M014	149.487854188514	86.5054181067649	9.48088776742009
M014_x_F070	hybrid	F070	M014	150.774625254562	82.9990420921228	9.97533199109349
M014_x_F071	hybrid	F071	M014	150.607513312775	87.2799304553495	10.5033235328624
M014_x_F072	hybrid	F072	M014	150.186879350276	94.7529110459579	10.0931654960469
M014_x_F073	hybrid	F073	M014	151.148620431219	87.5169287471839	10.1035562174134
M014_x_F074	hybrid	F074	M014	149.812667963568	89.674847449185	9.95937691084587
M014_x_F076	hybrid	F076	M014	148.913108244535	88.2990841379668	9.97380282148948
M014_x_F077	hybrid	F077	M014	149.246831159954	88.6480286158591	10.6859824836751
M014_x_F078	hybrid	F078	M014	147.983346729405	79.6935093888447	9.81422127619167
M014_x_F079	hybrid	F079	M014	151.630224628133	87.7482532325256	10.4035455405531
M014_x_F080	hybrid	F080	M014	148.661825984456	92.2248191626765	10.0437710758128
M014_x_F081	hybrid	F081	M014	148.4112714861	90.1481162587672	9.70113913819349
M014_x_F082	hybrid	F082	M014	150.388413130904	94.6578703862049	10.1295825442748
M014_x_F083	hybrid	F083	M014	151.747496259501	97.4324523992627	10.6473530769916
M014_x_F084	hybrid	F084	M014	151.702137192248	92.2673324225783	10.3840077130403
M014_x_F085	hybrid	F085	M014	149.619890952034	92.9494288113174	9.83675544032427
M014_x_F086	hybrid	F086	M014	152.047734383497	89.5226840720494	10.2237318301897
M014_x_F087	hybrid	F087	M014	148.089023937939	92.3108732394228	9.91490371233343
M014_x_F088	hybrid	F088	M014	148.841571004931	90.9213580509229	10.1484659874026
M014_x_F089	hybrid	F089	M014	150.498003258717	91.4726835857958	10.2505031388228
M014_x_F090	hybrid	F090	M014	148.874280287023	89.5531794689468	10.3267033732135
M014_x_F091	hybrid	F091	M014	151.031236128752	93.3306977810083	10.6332696539278
M014_x_F093	hybrid	F093	M014	151.714056382986	89.9612108405496	10.2909741579152
M014_x_F094	hybrid	F094	M014	150.662672303866	92.1451761840645	9.77943235742375
M014_x_F099	hybrid	F099	M014	152.088332121182	90.5552334141915	10.5524773852261
M014_x_F100	hybrid	F100	M014	151.201712040307	89.8832525456138	9.79801816608988
M014_x_F101	hybrid	F101	M014	151.94865796922	89.215954850137	10.8200335112356
M014_x_F103	hybrid	F103	M014	152.098360632485	89.6841155842049	9.81927146322657
M014_x_F105	hybrid	F105	M014	152.745100755136	96.7318122875175	10.6360552373678
M014_x_F106	hybrid	F106	M014	151.815186591266	93.0032986919141	10.3377501680499
M014_x_F108	hybrid	F108	M014	150.14920548707	94.6882136925663	10.1436483906422
M014_x_F109	hybrid	F109	M014	150.741559630986	102.672480962005	10.0169551702966
M014_x_F110	hybrid	F110	M014	148.540462110552	99.367590956515	10.0121031842757
M014_x_F111	hybrid	F111	M014	151.378303004465	96.6201577201484	9.77593162426491
M014_x_F112	hybrid	F112	M014	150.45980782594	87.6687587841367	9.88073979948489
M014_x_F113	hybrid	F113	M014	149.700205312132	87.5202606697489	10.1766644842302
M014_x_F114	hybrid	F114	M014	150.121817073255	93.4498896218531	10.2711139315956
M014_x_F115	hybrid	F115	M014	150.276874842716	97.6149647920778	10.7565324206824
M014_x_F116	hybrid	F116	M014	150.442897631574	88.9943597634164	10.1843288410981
M014_x_F117	hybrid	F117	M014	150.483394532266	94.8888683788124	9.76150285318687
M014_x_F118	hybrid	F118	M014	152.388442500255	92.0395637846915	10.2140817931385
M014_x_F119	hybrid	F119	M014	149.715501299546	95.6522252487124	10.3978875992091
M014_x_ZF001	hybrid	ZF001	M014	151.612743183081	93.5580092100028	10.1040403203859
M014_x_ZF005	hybrid	ZF005	M014	149.811177140457	89.6164466835136	10.1833151585069
M014_x_ZF016	hybrid	ZF016	M014	152.359366733363	95.1951678321788	10.3266086955198
M014_x_ZF025	hybrid	ZF025	M014	152.848690439996	84.6665418667348	9.80384662868121
M014_x_ZF027	hybrid	ZF027	M014	152.862364062533	82.9037206921637	9.70386310706703
M014_x_ZF031	hybrid	ZF031	M014	153.385806831371	87.5267807153633	9.96184087606408
M014_x_ZF033	hybrid	ZF033	M014	152.332349334432	96.3821080249833	9.9728679288319
M014_x_ZF035	hybrid	ZF035	M014	152.260241388443	91.097499379057	10.1439145284578
M014_x_ZF045	hybrid	ZF045	M014	152.640945232749	89.0393876480852	9.81365306513553
M014_x_ZF046	hybrid	ZF046	M014	153.581431287108	91.4973967214363	10.0922407635101
M014_x_ZF056	hybrid	ZF056	M014	151.271418117051	92.7258610297465	10.4802492939993
M014_x_ZF077	hybrid	ZF077	M014	151.832582314316	90.5971504729823	10.1792228256035
M014_x_ZF084	hybrid	ZF084	M014	153.336862974314	85.8745513266636	10.0884419467495
M014_x_ZF091	hybrid	ZF091	M014	151.808430566979	90.940912693967	10.4755322017005
M014_x_ZF094	hybrid	ZF094	M014	150.873808499273	88.9268703270464	10.1827569538218
M014_x_ZF096	hybrid	ZF096	M014	152.008519057133	92.2389595424012	9.86062491057259
M014_x_ZF097	hybrid	ZF097	M014	149.7620165622	88.3786244968288	9.71060619592452
M014_x_ZF098	hybrid	ZF098	M014	150.493047858337	88.5083602494215	10.1415904987721
M014_x_ZF099	hybrid	ZF099	M014	149.616090190313	91.5429571737608	10.1381515805031
M014_x_ZF100	hybrid	ZF100	M014	149.905045343608	88.0897806889859	9.6870206132646
M014_x_ZF101	hybrid	ZF101	M014	151.706030074358	90.4114000119867	10.0697127903614
M014_x_ZF104	hybrid	ZF104	M014	149.744686934945	90.6177900227183	10.2186382889491
M014_x_ZF105	hybrid	ZF105	M014	149.292182564369	92.7549073883721	9.93523908096315
M014_x_ZF106	hybrid	ZF106	M014	149.922651058597	87.8604650088586	9.96124829027842
M014_x_ZF108	hybrid	ZF108	M014	153.929600581925	88.866392315679	9.57540132322553
M014_x_ZF109	hybrid	ZF109	M014	153.350931706972	90.4009453151352	10.5021318201833
M014_x_ZF110	hybrid	ZF110	M014	153.790780751572	88.6022125468326	9.67367700706185
M014_x_ZF111	hybrid	ZF111	M014	153.266919108268	95.0769936748886	10.3983827254001
M014_x_ZF112	hybrid	ZF112	M014	157.549070999609	85.2977772984747	10.031252525992
M014_x_ZF113	hybrid	ZF113	M014	152.717346713152	93.5452884913251	10.1799416461269
M014_x_ZF114	hybrid	ZF114	M014	152.132837941155	87.3973204529837	9.75599453130982
M014_x_ZF115	hybrid	ZF115	M014	154.314033039649	92.8548685798448	9.14152185893292
M014_x_ZF116	hybrid	ZF116	M014	154.203341938561	84.820553172652	9.83727173010581
M014_x_ZF117	hybrid	ZF117	M014	153.033664267055	90.1795327769444	9.69100630918422
M014_x_ZF118	hybrid	ZF118	M014	152.582653028271	91.919465945395	9.79677018118364
M014_x_ZF126	hybrid	ZF126	M014	150.185206065768	96.874780728228	8.3200743206247
M014_x_ZF127	hybrid	ZF127	M014	147.494341154432	86.2719023213397	8.13632137610624
M014_x_ZF128	hybrid	ZF128	M014	149.659221009614	96.6923265268582	8.22537937434896
M014_x_ZF134	hybrid	ZF134	M014	151.710934946294	93.135073955933	10.2594415635714
M014_x_ZF135	hybrid	ZF135	M014	151.852018503752	87.8380852262635	9.87701615868623
M014_x_ZF136	hybrid	ZF136	M014	152.595898557649	93.547250327229	10.3208997583258
M014_x_ZF140	hybrid	ZF140	M014	149.133005950108	84.4325578353428	9.92394550061088
M014_x_ZF145	hybrid	ZF145	M014	151.877003683037	90.9000434966312	9.94829226060255
M014_x_ZF150	hybrid	ZF150	M014	151.685280364067	94.7096171676523	10.2269675335761
M014_x_ZF157	hybrid	ZF157	M014	151.701058743208	96.8681968786698	10.1717784277232
M014_x_ZF159	hybrid	ZF159	M014	153.489497698273	89.3702172927063	9.81765341150299
M014_x_ZF165	hybrid	ZF165	M014	152.263492563095	88.9338963808274	10.0519774282581
M014_x_ZF171	hybrid	ZF171	M014	152.877835069769	91.9386161364623	9.79965230629542
M014_x_ZF173	hybrid	ZF173	M014	151.794321378086	93.2682459442196	9.86268851162917
M014_x_ZF177	hybrid	ZF177	M014	150.430931045458	92.0666988029815	10.2149033561587
M014_x_ZF182	hybrid	ZF182	M014	151.58862293773	90.1538501575697	10.0233102749099
M014_x_ZF184	hybrid	ZF184	M014	151.898323436608	88.1776906567801	10.0453595495277
M014_x_ZF190	hybrid	ZF190	M014	149.080757181611	83.5729422100926	9.39801203407346
M014_x_ZF196	hybrid	ZF196	M014	151.502520729894	87.7287024351306	9.63696603131566
M014_x_ZF301	hybrid	ZF301	M014	149.213475711874	87.4330113063126	10.0520365963784
M014_x_ZF305	hybrid	ZF305	M014	151.003331322708	87.8200156688911	9.54624262191793
M014_x_ZF316	hybrid	ZF316	M014	149.247147365181	89.6780731876825	9.73543404007587
M014_x_ZF325	hybrid	ZF325	M014	154.617003193008	79.4104367356595	8.91400645751149
M014_x_ZF327	hybrid	ZF327	M014	152.215788038988	85.1427310065758	9.51234371918957
M014_x_ZF331	hybrid	ZF331	M014	151.9792827746	90.3744383564207	10.0348869606232
M014_x_ZF333	hybrid	ZF333	M014	152.215966818123	92.4720453207728	9.90021631991814
M014_x_ZF335	hybrid	ZF335	M014	151.875599657996	87.99165745197	9.64891675505539
M014_x_ZF338	hybrid	ZF338	M014	152.23285680582	95.4730197588409	10.2053192887314
M014_x_ZF343	hybrid	ZF343	M014	152.381774033889	83.6717173818022	10.1870191202899
M014_x_ZF345	hybrid	ZF345	M014	152.371188025251	88.1530534524723	10.1461833901622
M014_x_ZF347	hybrid	ZF347	M014	153.500421223221	84.6431533008713	9.65256324749494
M014_x_ZF348	hybrid	ZF348	M014	155.025893209423	75.8413973087758	9.23811780379032
M014_x_ZF356	hybrid	ZF356	M014	149.640448136366	85.0971547826375	9.37207448602571
M014_x_ZF359	hybrid	ZF359	M014	150.048192979976	90.8411939552827	9.81158741189963
M014_x_ZF361	hybrid	ZF361	M014	151.860499313649	80.3156730220944	9.5044758057978
M014_x_ZF367	hybrid	ZF367	M014	151.895141399294	92.7948431588539	10.4312735414534
M014_x_ZF377	hybrid	ZF377	M014	151.896832500891	85.8235731101532	9.58982128105496
M014_x_ZF384	hybrid	ZF384	M014	152.786989409149	84.7913782514147	9.58485618950952
M014_x_ZF389	hybrid	ZF389	M014	150.181713447335	89.5089561197857	9.89767257932887
M014_x_ZF391	hybrid	ZF391	M014	151.592028043531	89.8969540903137	9.83280319604593
M014_x_ZF392	hybrid	ZF392	M014	152.525782906416	89.1705265214916	10.0422434963277
M014_x_ZF394	hybrid	ZF394	M014	153.250427214932	85.409435769001	9.56935649081914
M014_x_ZF396	hybrid	ZF396	M014	153.12375499501	84.4724155315561	9.56334236772408
M014_x_ZF397	hybrid	ZF397	M014	151.682312068107	93.6724073255388	10.1990507062516
M014_x_ZF398	hybrid	ZF398	M014	152.016288304206	89.8016077230876	10.3153974731579
M014_x_ZF399	hybrid	ZF399	M014	150.970957510178	88.1619936912784	9.96175405268988
M014_x_ZF400	hybrid	ZF400	M014	151.147907509495	86.4728871261492	9.67212110968911
M014_x_ZF401	hybrid	ZF401	M014	146.851432355433	88.6106757232913	9.68798340896243
M014_x_ZF402	hybrid	ZF402	M014	148.890534808766	91.8880042456519	10.4697875450129
M014_x_ZF403	hybrid	ZF403	M014	149.006392917831	86.7837732146077	9.65432922139856
M014_x_ZF404	hybrid	ZF404	M014	152.309076205462	88.4533241625481	10.0279504305313
M014_x_ZF405	hybrid	ZF405	M014	149.730233396215	83.8267992532503	10.0837299105122
M014_x_ZF407	hybrid	ZF407	M014	153.672690091481	84.6244358111488	10.070871786109
M014_x_ZF408	hybrid	ZF408	M014	151.960828539079	90.0923735014602	9.92010754888538
M014_x_ZF409	hybrid	ZF409	M014	151.402994091058	93.0430870556373	10.3005473375689
M014_x_ZF410	hybrid	ZF410	M014	152.849232322115	87.4920371911661	10.107899797926
M014_x_ZF412	hybrid	ZF412	M014	151.161312435976	86.4662737746	9.83142217977244
M014_x_ZF413	hybrid	ZF413	M014	151.411982087754	93.9251022205365	9.82300663274765
M014_x_ZF414	hybrid	ZF414	M014	151.171241528603	98.5961388699763	10.8313882618513
M014_x_ZF415	hybrid	ZF415	M014	154.069197887147	87.2096191761983	9.90167368699808
M014_x_ZF426	hybrid	ZF426	M014	152.633930896312	86.00161176076	9.34078453517619
M014_x_ZF427	hybrid	ZF427	M014	151.727514420462	83.9077316777725	10.0432183509508
M014_x_ZF428	hybrid	ZF428	M014	152.640988144982	87.1473235585796	9.63659364022249
M014_x_ZF430	hybrid	ZF430	M014	152.668750727877	90.5908305389158	9.31873773371815
M014_x_ZF432	hybrid	ZF432	M014	151.181766615436	89.7027232361815	9.72149133987749
M014_x_ZF436	hybrid	ZF436	M014	151.598124111336	87.3246927036997	9.41668894059366
M014_x_ZF442	hybrid	ZF442	M014	150.092963303094	89.1901280168508	9.78117469607845
M014_x_ZF444	hybrid	ZF444	M014	147.939092429988	87.1900413704769	9.58160619823782
M014_x_ZF445	hybrid	ZF445	M014	149.57878393366	89.325530132682	9.84883162079436
M014_x_ZF450	hybrid	ZF450	M014	152.814070074035	90.1183850390676	9.89976016775223
M014_x_ZF457	hybrid	ZF457	M014	152.900202860986	85.3481580807322	9.29860614421555
M014_x_ZF459	hybrid	ZF459	M014	152.953664727188	84.917613994075	9.16417799800142
M014_x_ZF465	hybrid	ZF465	M014	148.909825709143	84.4171512151456	9.39691347846784
M014_x_ZF466	hybrid	ZF466	M014	151.939715503166	83.421836218566	9.74586773710295
M014_x_ZF470	hybrid	ZF470	M014	151.624840587066	88.2566438467191	9.52378625361979
M014_x_ZF471	hybrid	ZF471	M014	152.159939281091	81.2547358619586	9.18345881348818
M014_x_ZF473	hybrid	ZF473	M014	151.885858130111	89.0760862088508	9.99285139247299
M014_x_ZF477	hybrid	ZF477	M014	152.29041740552	89.2470719037	9.61460929017069
M014_x_ZF482	hybrid	ZF482	M014	149.598469679286	80.6346321288111	8.77522162127697
M014_x_ZF490	hybrid	ZF490	M014	148.757962763005	91.6525243481519	9.42188408122037
M014_x_ZF496	hybrid	ZF496	M014	151.964211083088	87.4550932800871	9.356924048343
M014_x_ZF499	hybrid	ZF499	M014	153.10830658664	83.7022425001771	9.58589734329968
M015_x_ZF092	hybrid	ZF092	M015	149.220227051225	78.6177442883068	9.43449229936377
M015_x_ZF152	hybrid	ZF152	M015	152.076958400241	85.3897972302163	9.6330385304633
M015_x_ZF166	hybrid	ZF166	M015	151.588689084366	97.8325453837081	9.89796397583879
M015_x_ZM034	hybrid	ZM034	M015	152.045556745859	91.109570326584	10.3382980605338
M015_x_ZF013	hybrid	ZF013	M015	149.421925098858	91.8494204379995	9.69658305725622
M015_x_ZF015	hybrid	ZF015	M015	152.315792147629	90.056874263918	9.96595022035401
M015_x_ZF052	hybrid	ZF052	M015	152.25774124412	89.6929245056169	9.97337598137251
M015_x_ZF053	hybrid	ZF053	M015	152.868818652355	89.5915183400765	10.4424096094898
M015_x_ZF387	hybrid	ZF387	M015	153.752879843636	84.6592274131747	9.67553934584938
M015_x_ZF416	hybrid	ZF416	M015	153.214603242281	89.9109537194673	9.1735562506812
M015_x_F001	hybrid	F001	M015	152.473693828967	92.087762180312	10.581529313146
M015_x_F002	hybrid	F002	M015	151.196422451796	92.3278304681339	10.1790051904675
M015_x_F003	hybrid	F003	M015	150.466139936004	91.1404397551092	10.1280248951738
M015_x_F004	hybrid	F004	M015	147.926282007463	82.5794165143726	9.62605339798866
M015_x_F005	hybrid	F005	M015	150.292037528569	87.7115412724642	10.2783684793417
M015_x_F006	hybrid	F006	M015	152.640114966842	85.6046484475215	10.5176940206465
M015_x_F007	hybrid	F007	M015	151.086347029586	84.6536123797282	10.1174408490105
M015_x_F008	hybrid	F008	M015	153.479313803154	84.8609769334503	9.74275118491392
M015_x_F009	hybrid	F009	M015	153.062206389256	85.0885953894097	9.9085622778429
M015_x_F010	hybrid	F010	M015	151.471940486571	84.3013037002491	9.96028709470322
M015_x_F011	hybrid	F011	M015	153.138320204047	82.9497771921379	10.0583929356353
M015_x_F012	hybrid	F012	M015	153.054802165224	86.0910059767312	10.2516718644994
M015_x_F013	hybrid	F013	M015	151.701031523492	84.0100623397146	10.2803182836166
M015_x_F014	hybrid	F014	M015	153.145025233859	86.1394538937249	10.3745452718733
M015_x_F015	hybrid	F015	M015	151.788930657715	84.7157972886056	9.71166296023135
M015_x_F016	hybrid	F016	M015	152.780546850909	83.7355940069782	10.1182352450247
M015_x_F017	hybrid	F017	M015	152.019677765121	86.4344686151979	9.51584432707624
M015_x_F018	hybrid	F018	M015	151.350663807221	80.4367282118306	9.57813650823692
M015_x_F019	hybrid	F019	M015	150.406933244416	91.1089652618857	9.50885947538564
M015_x_F020	hybrid	F020	M015	151.598605448853	88.0391908267239	10.4823426504058
M015_x_F021	hybrid	F021	M015	148.940412569235	83.8878031740443	9.68240909195505
M015_x_F024	hybrid	F024	M015	150.770733963856	89.3587713067736	9.9223953162238
M015_x_F025	hybrid	F025	M015	150.10053563509	85.8563213374544	10.2950694402142
M015_x_F026	hybrid	F026	M015	149.401457129717	82.8267589119188	9.7431407402959
M015_x_F027	hybrid	F027	M015	147.186033653618	87.3983463495567	9.56479530416501
M015_x_F028	hybrid	F028	M015	150.091268981442	84.9226847896061	9.65508312641665
M015_x_F029	hybrid	F029	M015	150.178058093177	86.7403126152704	10.2046784544932
M015_x_F030	hybrid	F030	M015	150.881206613226	87.9039077978484	9.76067846050295
M015_x_F031	hybrid	F031	M015	150.739684196848	85.1585143218843	9.92376315428227
M015_x_F032	hybrid	F032	M015	151.243333159002	86.3333579488006	10.2218019619695
M015_x_F033	hybrid	F033	M015	150.10238450541	88.0494569149814	9.87930298672486
M015_x_F034	hybrid	F034	M015	150.824116432577	88.5335165481799	10.216008837006
M015_x_F035	hybrid	F035	M015	151.1909490966	87.5017278894893	9.87761706829209
M015_x_F036	hybrid	F036	M015	152.440308353633	86.272755273357	10.0912049618944
M015_x_F037	hybrid	F037	M015	151.818772647788	90.4393503761448	9.99364575566738
M015_x_F039	hybrid	F039	M015	152.260177516605	89.0091233611105	10.032978140947
M015_x_F040	hybrid	F040	M015	150.511940310696	82.8785046749232	9.74077068064432
M015_x_F041	hybrid	F041	M015	151.73286732572	88.3274036672787	10.4141124572208
M015_x_F042	hybrid	F042	M015	153.053329357045	86.5352387258168	10.2634150164089
M015_x_F043	hybrid	F043	M015	151.063065744158	88.6564204700873	9.82944969892978
M015_x_F044	hybrid	F044	M015	150.784104678381	86.6546236573217	10.397933654138
M015_x_F045	hybrid	F045	M015	151.969205272202	89.3184624189209	9.76645741716616
M015_x_F046	hybrid	F046	M015	151.93092092356	90.0269855803649	10.2205423459151
M015_x_F047	hybrid	F047	M015	152.219786757315	88.4511270613291	10.3797562455968
M015_x_F048	hybrid	F048	M015	150.76383126633	86.7605355983407	9.94277351279539
M015_x_F049	hybrid	F049	M015	152.33454052471	92.5105094901785	9.7645782198188
M015_x_F050	hybrid	F050	M015	152.348443475567	92.4949581936793	10.1356191441539
M015_x_F051	hybrid	F051	M015	149.372365731431	86.428720832622	9.62166825601868
M015_x_F052	hybrid	F052	M015	151.84797585823	86.0880587018405	10.0116823042402
M015_x_F053	hybrid	F053	M015	151.294500304459	84.9064565238856	9.73077524180018
M015_x_F054	hybrid	F054	M015	151.387555895498	86.6828879770178	9.60649420850669
M015_x_F055	hybrid	F055	M015	151.176708043669	89.3923469507939	9.46855329679326
M015_x_F057	hybrid	F057	M015	148.968179481333	83.2389086183689	9.86347786165653
M015_x_F058	hybrid	F058	M015	148.468135696715	84.9126515859837	9.8499807259545
M015_x_F059	hybrid	F059	M015	152.561362976774	88.2486206299406	10.6717461159767
M015_x_F060	hybrid	F060	M015	153.493986925373	95.3849561346012	10.1889804403856
M015_x_F061	hybrid	F061	M015	151.288085648996	89.784322216505	10.228850900262
M015_x_F062	hybrid	F062	M015	151.339433499655	92.2846794060648	10.2843956320024
M015_x_F063	hybrid	F063	M015	151.245939315553	92.4802053809898	9.83843238045561
M015_x_F064	hybrid	F064	M015	151.319344049922	88.8734172074267	10.0284677641291
M015_x_F065	hybrid	F065	M015	151.318738811783	93.1491782950002	10.5563507248751
M015_x_F066	hybrid	F066	M015	152.514039476353	88.2341130150736	9.71492819599032
M015_x_F067	hybrid	F067	M015	150.802868784479	89.8565655061033	10.2827025469865
M015_x_F068	hybrid	F068	M015	151.487165502827	87.4601788996408	9.75289922537278
M015_x_F069	hybrid	F069	M015	150.234688287265	83.8732967747873	9.71144166284333
M015_x_F070	hybrid	F070	M015	150.572682144239	83.9392836502573	9.97122059950974
M015_x_F071	hybrid	F071	M015	151.331136847008	85.2311643616008	10.3749774484152
M015_x_F072	hybrid	F072	M015	150.204869389817	93.6899929163037	10.0687923504835
M015_x_F074	hybrid	F074	M015	150.1335075353	89.7356697057809	9.89728146343269
M015_x_F076	hybrid	F076	M015	149.334159468134	87.2803730657751	9.68250986921346
M015_x_F079	hybrid	F079	M015	152.58785479214	85.9866536110729	10.0648161120495
M015_x_F080	hybrid	F080	M015	149.922536225827	86.4793151993046	10.5743650768756
M015_x_F081	hybrid	F081	M015	147.639428768387	85.693216875583	9.71075363347951
M015_x_F082	hybrid	F082	M015	151.587239785938	93.443645268484	10.0608047227944
M015_x_F083	hybrid	F083	M015	152.778498377913	93.5124325672328	10.2444011971361
M015_x_F084	hybrid	F084	M015	151.527972863305	92.967401679832	10.8064320280953
M015_x_F085	hybrid	F085	M015	150.466766384181	88.0383720144789	9.71283400112479
M015_x_F086	hybrid	F086	M015	151.969127307228	88.6408793159476	10.5175083914142
M015_x_F087	hybrid	F087	M015	147.670034353266	88.1628434800348	9.69649607685715
M015_x_F088	hybrid	F088	M015	148.764449818759	88.0006087867892	10.0164864612918
M015_x_F089	hybrid	F089	M015	151.260137010887	87.1873626384358	10.1219152932728
M015_x_F090	hybrid	F090	M015	147.979586132385	85.1610275314566	10.0537847800145
M015_x_F091	hybrid	F091	M015	152.035946130169	88.0488812766717	10.1050872849256
M015_x_F093	hybrid	F093	M015	153.14153041302	86.4865011595334	10.2004673560794
M015_x_F094	hybrid	F094	M015	151.407581464195	90.7182733357138	10.1567956814332
M015_x_F099	hybrid	F099	M015	152.412587235029	89.095516004604	10.3193070399006
M015_x_F100	hybrid	F100	M015	151.793995375689	91.9594956991818	10.2425213775624
M015_x_F101	hybrid	F101	M015	152.146638980769	86.460851985036	10.4342838258225
M015_x_F103	hybrid	F103	M015	151.918614921405	85.5432589282813	10.1467718830509
M015_x_F105	hybrid	F105	M015	152.341158280663	93.17271811078	9.82961395243373
M015_x_F106	hybrid	F106	M015	151.870741764215	91.1742097569396	9.88898847162305
M015_x_F108	hybrid	F108	M015	150.28377911436	88.4334562235932	9.97090523512519
M015_x_F109	hybrid	F109	M015	151.027337460288	95.8729503924984	10.3263183772119
M015_x_F110	hybrid	F110	M015	149.843426751816	93.8536697464967	9.74387916484625
M015_x_F111	hybrid	F111	M015	151.778600021358	92.9057182589335	9.92485582855724
M015_x_F112	hybrid	F112	M015	150.98060994685	88.7614244526808	10.2570165909269
M015_x_F113	hybrid	F113	M015	148.844955804786	83.2532504363252	9.82090107693793
M015_x_F114	hybrid	F114	M015	150.89949893643	90.5167466595653	10.0165867056974
M015_x_F115	hybrid	F115	M015	150.325718543997	92.0105544194097	10.4457479208812
M015_x_F116	hybrid	F116	M015	152.364204613028	89.3919926083683	10.0887468413029
M015_x_F117	hybrid	F117	M015	150.342848934706	88.1088241037787	9.55094722863554
M015_x_F118	hybrid	F118	M015	152.836791511332	92.6918329050821	10.5928426642888
M015_x_F119	hybrid	F119	M015	149.959214747786	93.8438380894749	10.2037239677559
M015_x_ZF002	hybrid	ZF002	M015	151.599952236717	89.8531292144905	10.2476694052258
M015_x_ZF003	hybrid	ZF003	M015	151.867666643271	90.4460016106912	10.1653897578984
M015_x_ZF004	hybrid	ZF004	M015	152.390128407591	89.7025958347588	10.0710867640494
M015_x_ZF006	hybrid	ZF006	M015	152.357071096059	85.4756149516185	9.99598973448964
M015_x_ZF011	hybrid	ZF011	M015	150.447021391409	83.9876338047843	9.73667723420264
M015_x_ZF012	hybrid	ZF012	M015	150.337897706111	96.1856011354673	9.78750605612002
M015_x_ZF021	hybrid	ZF021	M015	152.123721149181	88.4717661621318	9.95453522634983
M015_x_ZF023	hybrid	ZF023	M015	152.682310201304	89.6237018277738	9.87703910269552
M015_x_ZF028	hybrid	ZF028	M015	152.376334951189	88.5297393466321	10.143445476701
M015_x_ZF036	hybrid	ZF036	M015	153.266059477964	89.0194399274639	9.41002098943331
M015_x_ZF039	hybrid	ZF039	M015	151.389277553475	90.8259954267667	9.26917087268593
M015_x_ZF049	hybrid	ZF049	M015	152.836568951862	90.9995082222841	9.96106710615403
